Index,Index_list
109802,"[26000, 83550, 92979, 90602, 18895, 63043, 52922, 86241, 100411, 20056]"
109803,"[57636, 30151, 76676, 103406, 83477, 5794, 67479, 72769, 42770, 8437]"
109804,"[31025, 61312, 91757, 52110, 87847, 12234, 51912, 11841, 39514, 28634]"
109805,"[5400, 44305, 23904, 44064, 74124, 33212, 17637, 74435, 97949, 65476]"
109806,"[108948, 46122, 92585, 590, 36663, 32756, 25873, 12513, 91015, 103658]"
109807,"[16587, 63910, 72575, 50741, 21668, 90326, 57508, 55181, 102275, 101800]"
109808,"[107829, 75390, 21192, 26748, 51110, 105254, 42578, 88162, 56746, 28070]"
109809,"[56714, 69486, 46207, 27184, 93496, 62359, 71450, 66731, 47557, 21325]"
109810,"[16688, 83138, 95198, 98217, 107570, 31360, 29568, 79679, 15396, 55605]"
109811,"[108497, 61790, 89322, 107949, 80456, 1853, 38970, 29958, 64876, 102520]"
109812,"[9541, 2252, 11557, 13552, 102648, 80605, 90569, 52679, 81771, 80253]"
109813,"[84720, 88275, 30169, 19444, 103871, 82012, 14037, 69858, 24771, 42485]"
109814,"[108126, 46787, 48765, 64205, 68715, 79428, 11482, 108812, 91402, 17580]"
109815,"[65622, 41776, 101091, 52604, 48709, 31315, 81295, 43977, 27879, 60317]"
109816,"[69701, 63543, 308, 85274, 6239, 92690, 64382, 66263, 96037, 73363]"
109817,"[95107, 43556, 27451, 65329, 95202, 24736, 23102, 47604, 35201, 13397]"
109818,"[66348, 33474, 60617, 11253, 87805, 37931, 98402, 83311, 21622, 90176]"
109819,"[22473, 97032, 90983, 78890, 20480, 41884, 82952, 40172, 61792, 86317]"
109820,"[78980, 33284, 1493, 104946, 80602, 7573, 57369, 45795, 97355, 78728]"
109821,"[52763, 5371, 46213, 19089, 36719, 52300, 35474, 40662, 67674, 87303]"
109822,"[30030, 85889, 68921, 5490, 4377, 79226, 94923, 54956, 98318, 52340]"
109823,"[19383, 12595, 79448, 70273, 43942, 52119, 43271, 58052, 28479, 30100]"
109824,"[26438, 102042, 8453, 23253, 92575, 102780, 92449, 3122, 86748, 95539]"
109825,"[10589, 3343, 68908, 50673, 75053, 45854, 104037, 31875, 28095, 4194]"
109826,"[30745, 17993, 34289, 8408, 35820, 47720, 91965, 19349, 4094, 69792]"
109827,"[14364, 17024, 36767, 38085, 103590, 2018, 72395, 84229, 88037, 55596]"
109828,"[104755, 89284, 5064, 68026, 17622, 6264, 72336, 51278, 106877, 5425]"
109829,"[62848, 71430, 108742, 97403, 89556, 70778, 104962, 44282, 36673, 61242]"
109830,"[63875, 67879, 37566, 13727, 6073, 60270, 38540, 96777, 65944, 17055]"
109831,"[98544, 89877, 78038, 79295, 56870, 16652, 13482, 71995, 38100, 101829]"
109832,"[100179, 37575, 27364, 92202, 18546, 36164, 55224, 28390, 29660, 82510]"
109833,"[89764, 26747, 13676, 92613, 88917, 89989, 64290, 73442, 91662, 65233]"
109834,"[92885, 95558, 12038, 76053, 55326, 1610, 92784, 89900, 60298, 4747]"
109835,"[38323, 94740, 29348, 91750, 62741, 78825, 48563, 92259, 53682, 8571]"
109836,"[46937, 37776, 82682, 104064, 63610, 66550, 109558, 17254, 22748, 60486]"
109837,"[81523, 49955, 7502, 98385, 71998, 94837, 42969, 42431, 88577, 70445]"
109838,"[56692, 67503, 68787, 103272, 44621, 88576, 98568, 52437, 14959, 60981]"
109839,"[13548, 90062, 58586, 5573, 64131, 18442, 11984, 90261, 36374, 907]"
109840,"[28903, 90153, 90137, 27220, 38301, 20073, 91105, 77549, 94020, 99297]"
109841,"[4506, 35475, 45582, 55162, 4857, 10730, 42742, 12748, 67950, 49918]"
109842,"[33690, 104712, 21084, 11622, 89328, 105929, 17336, 67677, 18948, 18275]"
109843,"[27012, 83216, 45354, 21889, 81833, 94219, 68068, 35714, 101055, 25622]"
109844,"[51300, 18322, 17111, 62172, 47421, 40875, 86791, 10758, 15728, 8388]"
109845,"[99743, 74981, 50836, 79553, 81425, 67666, 56843, 41995, 38419, 63018]"
109846,"[66415, 64849, 66745, 18565, 9453, 51689, 24481, 45628, 38662, 77281]"
109847,"[59316, 75760, 96484, 25381, 65453, 37532, 45439, 66022, 26077, 70354]"
109848,"[92508, 66917, 70342, 11829, 92914, 67532, 35058, 106990, 72169, 21680]"
109849,"[75747, 64843, 11558, 77347, 11344, 67938, 22937, 81189, 42565, 64096]"
109850,"[97157, 20729, 85696, 68270, 60106, 16892, 21188, 53556, 41842, 77543]"
109851,"[70686, 88604, 29563, 94545, 78759, 82477, 67284, 1227, 4812, 51350]"
109852,"[41219, 88398, 98484, 54706, 9073, 52334, 97294, 1250, 21056, 34299]"
109853,"[54222, 20443, 106859, 79682, 92338, 30871, 26605, 86927, 2058, 76937]"
109854,"[70046, 14509, 22396, 25857, 20653, 12987, 18915, 99243, 79856, 71287]"
109855,"[105176, 103713, 39040, 49098, 91194, 60734, 90731, 61338, 99863, 106200]"
109856,"[23754, 23546, 67681, 65320, 62432, 29813, 73453, 18523, 33781, 29656]"
109857,"[5586, 15125, 54142, 30620, 33371, 97234, 18715, 50493, 30567, 50118]"
109858,"[52332, 65543, 22353, 71977, 30187, 29614, 73144, 80776, 45426, 61585]"
109859,"[96052, 72296, 47946, 57232, 34205, 84606, 28658, 42749, 88727, 19346]"
109860,"[8488, 57646, 17767, 21117, 23221, 10927, 77067, 23449, 20822, 67374]"
109861,"[7114, 34933, 28794, 104893, 11645, 68282, 6717, 30305, 37887, 8269]"
109862,"[25232, 9769, 106272, 21869, 782, 60471, 54046, 92266, 108350, 99379]"
109863,"[82917, 35067, 97419, 91989, 4583, 87684, 1795, 79922, 5414, 105201]"
109864,"[10780, 34614, 38824, 35939, 28277, 30602, 40262, 108453, 15631, 41547]"
109865,"[9795, 39986, 22335, 42158, 76731, 97998, 86452, 38736, 40337, 72084]"
109866,"[735, 79766, 11992, 4509, 62877, 74688, 76986, 30266, 86357, 8028]"
109867,"[82480, 14043, 26977, 12544, 101741, 40095, 8438, 36447, 84265, 2567]"
109868,"[8556, 47669, 25326, 3968, 37812, 67883, 79806, 4587, 9741, 84206]"
109869,"[58868, 14415, 3302, 5207, 13586, 39878, 100843, 102164, 37360, 93538]"
109870,"[66334, 74709, 35553, 102674, 59402, 7985, 7608, 81764, 77048, 90298]"
109871,"[68127, 48459, 57560, 42032, 26500, 3064, 70815, 34448, 49572, 11222]"
109872,"[59247, 98546, 70257, 62833, 109535, 71471, 109108, 65900, 45603, 34211]"
109873,"[75349, 61647, 43978, 77860, 4527, 21256, 60600, 88843, 88262, 53509]"
109874,"[50977, 29370, 66622, 88669, 55807, 42027, 68234, 29714, 98119, 57354]"
109875,"[69146, 88694, 37335, 49803, 74654, 76225, 109311, 68617, 2932, 40027]"
109876,"[20164, 61920, 29442, 24633, 22183, 98931, 64825, 23594, 82585, 35525]"
109877,"[105026, 33641, 41926, 24389, 56693, 108222, 88927, 2916, 76936, 97176]"
109878,"[75732, 42047, 60372, 93163, 13537, 44123, 24076, 34246, 11497, 32386]"
109879,"[76092, 75952, 35792, 61229, 85463, 68546, 3797, 90745, 98060, 52436]"
109880,"[17941, 50368, 42709, 24886, 22047, 22527, 98733, 53766, 105322, 104528]"
109881,"[71813, 42736, 49856, 12661, 105936, 75082, 108248, 93669, 45372, 99655]"
109882,"[10713, 99741, 58879, 91683, 18658, 88279, 86806, 74868, 42010, 48912]"
109883,"[99446, 61006, 74755, 33277, 38495, 51811, 109640, 18590, 91477, 56033]"
109884,"[64283, 1772, 28992, 91275, 52331, 56149, 105834, 58576, 46697, 31268]"
109885,"[23869, 92788, 41524, 61745, 79616, 65397, 4660, 23351, 77147, 58073]"
109886,"[108718, 56972, 22575, 1382, 102280, 37788, 7483, 38097, 31050, 73540]"
109887,"[101146, 23133, 90179, 49421, 17595, 101083, 45466, 58563, 59427, 74052]"
109888,"[84508, 34660, 50077, 88292, 65565, 47624, 70135, 14164, 62930, 57316]"
109889,"[40889, 100291, 28659, 22270, 68204, 56950, 44852, 86042, 8525, 51470]"
109890,"[36181, 90206, 27887, 32823, 35359, 86569, 55971, 72087, 26003, 71834]"
109891,"[65506, 68477, 10125, 317, 101686, 106450, 48931, 109295, 66458, 45719]"
109892,"[77604, 65190, 68262, 66978, 94250, 89073, 70536, 64795, 97111, 28916]"
109893,"[77129, 6813, 55356, 82865, 15743, 95066, 82288, 32343, 108698, 104608]"
109894,"[106701, 37229, 93256, 96806, 89914, 41069, 104674, 39970, 8270, 91822]"
109895,"[65929, 35093, 94218, 33783, 94922, 96502, 18603, 91067, 75120, 72740]"
109896,"[407, 109373, 60732, 8665, 75249, 31075, 109482, 13093, 49418, 83654]"
109897,"[29273, 103842, 45705, 12023, 48160, 6860, 79921, 11907, 76307, 101008]"
109898,"[40476, 49705, 16802, 36828, 99170, 85067, 16873, 82364, 99744, 51989]"
109899,"[15216, 53668, 76736, 66016, 41186, 59588, 34286, 74108, 74257, 92306]"
109900,"[46918, 69916, 6246, 31645, 20893, 58254, 7604, 26402, 63938, 89242]"
109901,"[22806, 328, 52144, 9954, 78037, 92214, 62125, 93258, 44767, 31206]"
109902,"[7883, 101152, 38056, 83339, 42945, 79490, 20567, 63621, 42883, 17791]"
109903,"[37828, 33985, 17432, 93447, 20961, 79486, 109383, 70596, 109544, 43296]"
109904,"[55390, 36496, 89174, 92053, 97923, 45875, 90483, 85980, 107151, 38840]"
109905,"[50524, 61702, 99818, 51488, 83587, 95290, 1203, 34576, 50889, 47221]"
109906,"[91130, 78245, 76249, 17680, 20847, 10844, 51050, 16563, 59280, 10192]"
109907,"[21471, 49558, 15045, 89686, 38975, 18722, 3200, 34546, 18282, 1416]"
109908,"[1761, 17289, 54967, 67645, 89942, 26130, 45036, 10201, 333, 102513]"
109909,"[22193, 70989, 4735, 39644, 3522, 64989, 103348, 13650, 28017, 56912]"
109910,"[22270, 100291, 28659, 102214, 68204, 56950, 86042, 40889, 8525, 44852]"
109911,"[92170, 74105, 71331, 39949, 50305, 107242, 89756, 90725, 31427, 64220]"
109912,"[79526, 34552, 33852, 47038, 7663, 47492, 90373, 107455, 47165, 24794]"
109913,"[95384, 102350, 86022, 44513, 98947, 98826, 44232, 11150, 100001, 96086]"
109914,"[53852, 61392, 26233, 3659, 6609, 64783, 100220, 74662, 54550, 25471]"
109915,"[109657, 21054, 101463, 99406, 90871, 80887, 68531, 16197, 70667, 9615]"
109916,"[93449, 12838, 10605, 74234, 97113, 87493, 93728, 23886, 25144, 105444]"
109917,"[39037, 85404, 57209, 74297, 8303, 60169, 29420, 71486, 49831, 28311]"
109918,"[89948, 30319, 98419, 52010, 35917, 83522, 109475, 3887, 67157, 36303]"
109919,"[52980, 86142, 27972, 9028, 54657, 102443, 47542, 68864, 64234, 84192]"
109920,"[105597, 64153, 59006, 86074, 71074, 15981, 16738, 106050, 6202, 66149]"
109921,"[90295, 36, 23228, 70644, 58311, 31771, 39478, 31378, 71884, 98015]"
109922,"[98992, 99749, 2097, 101671, 108336, 78887, 28140, 106539, 96531, 71735]"
109923,"[56767, 96252, 4686, 6830, 79912, 13936, 82231, 84940, 23887, 11668]"
109924,"[58758, 61749, 1857, 86150, 2639, 518, 91710, 101933, 36250, 60337]"
109925,"[36570, 51821, 37271, 11057, 59846, 61233, 106381, 61962, 96683, 11110]"
109926,"[567, 40491, 16310, 48077, 34837, 56719, 29730, 1568, 2489, 29676]"
109927,"[103098, 33679, 109497, 56948, 103507, 52726, 67455, 33052, 83717, 20825]"
109928,"[34774, 72748, 28074, 39882, 15961, 72032, 40210, 69525, 77400, 95416]"
109929,"[34026, 2, 4367, 87958, 7890, 32644, 23779, 105028, 15340, 36356]"
109930,"[104755, 5064, 72336, 89284, 106877, 5425, 68026, 15008, 31416, 17622]"
109931,"[107325, 4859, 3657, 86168, 66081, 94081, 43982, 92738, 75909, 41384]"
109932,"[83102, 33108, 87010, 4708, 24008, 76403, 57204, 42820, 53755, 16937]"
109933,"[76618, 88539, 95501, 16151, 80691, 4663, 34667, 32692, 85953, 11660]"
109934,"[66508, 105618, 71270, 12076, 48351, 72319, 16416, 76148, 70034, 58328]"
109935,"[66141, 59303, 17069, 59546, 481, 93895, 70730, 88043, 103069, 10036]"
109936,"[41714, 17683, 46463, 39813, 109356, 22793, 56490, 15585, 21067, 55352]"
109937,"[41012, 102189, 86921, 63166, 77071, 79125, 103161, 5346, 33585, 89827]"
109938,"[74241, 4255, 97171, 24158, 82517, 47997, 72329, 43807, 53263, 13322]"
109939,"[88354, 5141, 11306, 108239, 39251, 107594, 99631, 66362, 72611, 67290]"
109940,"[37653, 2170, 51871, 93887, 85455, 105892, 78809, 63780, 88684, 63945]"
109941,"[22452, 51749, 14458, 9506, 103138, 64584, 52161, 85186, 25693, 47793]"
109942,"[35100, 10990, 62559, 80861, 40341, 40101, 98462, 31137, 61524, 96854]"
109943,"[30701, 40475, 105162, 80138, 8056, 10989, 13943, 35005, 97368, 82922]"
109944,"[72240, 77855, 18105, 30712, 10940, 105413, 73816, 43277, 18103, 94681]"
109945,"[23365, 89498, 102899, 74591, 31226, 49330, 61170, 24146, 15644, 59671]"
109946,"[26289, 102684, 25008, 105007, 23847, 12854, 20378, 106572, 40290, 6142]"
109947,"[106617, 59666, 108874, 85267, 109238, 33497, 87098, 91289, 15644, 59068]"
109948,"[39906, 62042, 67549, 72457, 104958, 45989, 2742, 41992, 65482, 374]"
109949,"[49019, 68748, 23632, 2493, 64975, 44793, 68971, 4312, 72866, 14425]"
109950,"[41023, 39475, 15206, 40964, 40451, 14367, 62399, 45672, 62625, 72884]"
109951,"[6517, 18646, 23048, 95451, 104807, 42062, 46632, 22486, 14081, 86930]"
109952,"[49173, 84515, 61189, 97262, 74617, 6303, 50224, 105871, 35182, 32030]"
109953,"[12512, 78507, 4751, 39469, 99439, 38310, 68818, 81411, 78643, 14426]"
109954,"[61350, 46862, 42599, 81275, 38294, 98515, 61371, 109396, 48877, 52934]"
109955,"[1120, 99111, 87073, 33950, 34183, 106050, 34392, 2562, 34164, 100221]"
109956,"[18238, 53522, 10302, 94092, 12689, 59648, 35749, 53435, 63926, 40946]"
109957,"[83752, 69566, 64705, 101380, 86158, 109172, 81515, 21768, 66628, 67607]"
109958,"[53381, 72101, 21763, 95363, 7931, 8959, 21426, 23201, 24595, 49241]"
109959,"[70799, 98495, 39498, 12041, 46319, 70259, 40133, 79058, 105995, 36552]"
109960,"[25351, 5353, 87099, 66234, 98039, 52274, 11434, 27112, 9760, 89686]"
109961,"[15305, 95715, 20008, 73743, 66740, 12308, 56385, 17739, 13561, 83433]"
109962,"[104092, 68183, 75238, 82157, 83387, 75107, 84782, 106886, 44476, 101594]"
109963,"[71966, 29997, 3953, 38963, 85352, 84320, 36596, 49768, 7837, 14623]"
109964,"[36686, 29311, 54769, 38392, 82224, 85798, 15309, 18708, 98286, 63482]"
109965,"[14085, 38823, 86418, 3196, 95640, 100307, 17335, 15787, 61327, 62888]"
109966,"[79448, 19383, 12595, 30100, 70273, 43942, 52119, 43271, 50805, 3378]"
109967,"[19006, 12178, 57878, 79640, 47240, 95506, 19124, 60449, 46838, 68736]"
109968,"[26561, 92838, 6416, 14455, 45731, 52158, 31844, 22116, 59117, 33147]"
109969,"[100006, 109634, 104668, 32679, 98487, 56611, 5814, 48003, 76142, 28805]"
109970,"[21952, 97951, 19578, 75706, 31118, 100602, 108582, 59789, 37373, 96007]"
109971,"[29490, 18352, 66418, 99018, 99450, 96932, 18831, 91192, 98778, 32351]"
109972,"[31605, 54529, 95178, 74626, 43574, 23540, 11990, 79591, 106406, 72388]"
109973,"[26439, 20103, 22885, 12523, 6312, 74948, 45291, 26895, 74964, 90932]"
109974,"[78682, 15936, 9580, 39568, 109459, 71952, 77352, 17899, 72731, 14012]"
109975,"[36500, 43331, 18016, 1625, 55798, 3900, 57443, 3603, 31178, 16213]"
109976,"[75223, 38945, 65662, 76509, 20025, 107818, 63272, 64925, 103698, 37728]"
109977,"[102770, 63748, 100440, 88646, 6726, 54967, 91377, 7170, 72302, 53858]"
109978,"[34690, 81477, 57994, 37034, 17162, 32036, 86584, 69524, 8733, 39245]"
109979,"[41297, 54091, 49833, 81414, 11476, 3980, 67171, 63025, 106593, 34388]"
109980,"[73279, 1885, 88749, 81228, 96285, 91080, 86088, 59130, 53757, 28251]"
109981,"[61288, 21226, 16704, 7774, 17492, 84323, 15532, 77844, 95445, 90217]"
109982,"[48776, 25235, 72568, 19320, 42716, 43612, 18663, 8046, 62905, 18754]"
109983,"[39319, 45157, 96787, 97520, 59632, 62916, 91917, 47712, 78329, 10]"
109984,"[89903, 25359, 4046, 62373, 325, 83615, 55448, 40251, 53706, 75900]"
109985,"[12432, 1513, 35865, 76628, 97514, 100051, 7306, 28745, 105720, 34492]"
109986,"[45977, 55500, 39474, 26554, 12700, 47781, 35197, 78665, 83055, 20602]"
109987,"[54994, 13321, 71947, 33559, 64119, 46851, 554, 23982, 48125, 9487]"
109988,"[21578, 68107, 27788, 24612, 67804, 106813, 43547, 89882, 48861, 85763]"
109989,"[70537, 96296, 17417, 62528, 7785, 80567, 98126, 16630, 63495, 76591]"
109990,"[9743, 34274, 20543, 93302, 102422, 80923, 35523, 8750, 68872, 94067]"
109991,"[48676, 108685, 8858, 102094, 8946, 49784, 79211, 81942, 104945, 72742]"
109992,"[25922, 87619, 33424, 19244, 97579, 72190, 89897, 11587, 86275, 70991]"
109993,"[80894, 73818, 84525, 26894, 72272, 92516, 75788, 57823, 3342, 344]"
109994,"[101876, 88676, 2159, 61983, 78874, 8808, 42727, 273, 94494, 105433]"
109995,"[32508, 10734, 15086, 77505, 52424, 47600, 9969, 100668, 100735, 106842]"
109996,"[100183, 50575, 37631, 93072, 33970, 30898, 37752, 16207, 78907, 27074]"
109997,"[27766, 25866, 50671, 80556, 52986, 87575, 29111, 8996, 17704, 4049]"
109998,"[33467, 2384, 96146, 81664, 27094, 71493, 5766, 103436, 5803, 99847]"
109999,"[24790, 54601, 44480, 80506, 31535, 57225, 54530, 25115, 54434, 64838]"
110000,"[46832, 22302, 14133, 8576, 107136, 52966, 2254, 106268, 52201, 13315]"
110001,"[72647, 39066, 37581, 3694, 67250, 80102, 99661, 73292, 61741, 68261]"
110002,"[19982, 81916, 74745, 30085, 74228, 46922, 55165, 67067, 41644, 1285]"
110003,"[45382, 56448, 100557, 86572, 90762, 66507, 20631, 37952, 14903, 5393]"
110004,"[31913, 84284, 27125, 81929, 108691, 902, 48955, 79577, 26952, 1972]"
110005,"[44119, 57109, 103362, 93535, 78011, 90450, 64783, 82522, 74662, 25471]"
110006,"[98063, 63358, 32272, 1614, 94062, 39455, 16857, 15574, 91548, 98047]"
110007,"[68043, 25246, 73274, 4000, 1780, 61490, 108993, 6694, 96150, 3159]"
110008,"[82409, 54398, 77938, 45727, 64242, 44150, 84579, 35741, 42386, 49382]"
110009,"[48963, 22791, 96302, 50873, 61150, 34237, 15377, 402, 100237, 88350]"
110010,"[42620, 90708, 69581, 42621, 16874, 31977, 25185, 7152, 54069, 9827]"
110011,"[18798, 55738, 6059, 109060, 107315, 107158, 17395, 47642, 28750, 101198]"
110012,"[22402, 38999, 30442, 93424, 61896, 64268, 89340, 62796, 22566, 105395]"
110013,"[101701, 96344, 8656, 51799, 93430, 40880, 41757, 42872, 43075, 50950]"
110014,"[15931, 26378, 43875, 54917, 81223, 60989, 43885, 74505, 49280, 32116]"
110015,"[105666, 67421, 35576, 96851, 37537, 71283, 76716, 50128, 76516, 93907]"
110016,"[94326, 6392, 15093, 28200, 18707, 88768, 14773, 54733, 84355, 98280]"
110017,"[24153, 27573, 98328, 9917, 9016, 30016, 84614, 64357, 92439, 80778]"
110018,"[106768, 19640, 69421, 92960, 6981, 107085, 58230, 20355, 40990, 33724]"
110019,"[47684, 77939, 89745, 99578, 35143, 71853, 61087, 95988, 38611, 88023]"
110020,"[59330, 29842, 86318, 50743, 4017, 14933, 71850, 68138, 90088, 12143]"
110021,"[13647, 89876, 77577, 28341, 98888, 79276, 69542, 27551, 101334, 92822]"
110022,"[103525, 62591, 100176, 11118, 34928, 11719, 46720, 19861, 65798, 100247]"
110023,"[82962, 3930, 29416, 58720, 99663, 15525, 47524, 9846, 50485, 87489]"
110024,"[109069, 40461, 30030, 67756, 33652, 54956, 7850, 27747, 102542, 88371]"
110025,"[39315, 10272, 47915, 31578, 49429, 29791, 7620, 95851, 54227, 77633]"
110026,"[46587, 69236, 49831, 37840, 29420, 71486, 39334, 74860, 74297, 50922]"
110027,"[43487, 24398, 58698, 73110, 64898, 51433, 45694, 48025, 82293, 83951]"
110028,"[100843, 14415, 3302, 5207, 13586, 39878, 58868, 102164, 37360, 93538]"
110029,"[68310, 82980, 39013, 41565, 63676, 105454, 25397, 33602, 66635, 61010]"
110030,"[70308, 49694, 59242, 54798, 53329, 106867, 53157, 65582, 7008, 951]"
110031,"[74039, 60190, 4556, 32728, 55982, 75690, 54909, 58239, 41730, 108161]"
110032,"[58794, 50890, 18413, 14305, 108959, 81866, 54618, 64801, 3030, 50113]"
110033,"[39048, 44371, 42623, 67642, 87973, 106229, 61758, 52671, 17065, 13532]"
110034,"[47364, 98157, 1211, 66262, 83331, 12755, 32915, 26914, 40902, 31941]"
110035,"[46948, 42190, 72593, 852, 74733, 100350, 103811, 101452, 78782, 1162]"
110036,"[59005, 27402, 65261, 54841, 50110, 73276, 33525, 6650, 47176, 78930]"
110037,"[50377, 97652, 46498, 101339, 42933, 70202, 98904, 45158, 94015, 38932]"
110038,"[108590, 2757, 28223, 79505, 20531, 91609, 55165, 1285, 55217, 81916]"
110039,"[101897, 39132, 23864, 26832, 60329, 44873, 78171, 48282, 31386, 76818]"
110040,"[255, 92916, 60107, 24448, 45894, 23288, 65604, 9026, 103187, 64865]"
110041,"[7885, 65099, 17008, 77274, 97397, 11392, 26202, 12852, 65770, 56125]"
110042,"[78403, 27438, 107277, 44284, 3368, 97203, 96584, 73616, 10344, 88647]"
110043,"[36498, 14997, 38403, 28641, 6723, 83149, 53942, 74623, 600, 91430]"
110044,"[42689, 30493, 25329, 91622, 16438, 18947, 8636, 38588, 29390, 80655]"
110045,"[19517, 11215, 91025, 43971, 67467, 23539, 22577, 84123, 6329, 12222]"
110046,"[16679, 79683, 60950, 67303, 8441, 3052, 97344, 60588, 15425, 77762]"
110047,"[66816, 73762, 40076, 94538, 18356, 46800, 64812, 57712, 7037, 98223]"
110048,"[99187, 63743, 98480, 71014, 12218, 65330, 85683, 72603, 82523, 4233]"
110049,"[30541, 16668, 100000, 11962, 55634, 39731, 86095, 61051, 83934, 66865]"
110050,"[60967, 76257, 81322, 64367, 23179, 26137, 62779, 40217, 69092, 90382]"
110051,"[76126, 1477, 49688, 54886, 13905, 102540, 99067, 17561, 66450, 84406]"
110052,"[4541, 12458, 72398, 42750, 14748, 94255, 9197, 7518, 85878, 56813]"
110053,"[16977, 84442, 22674, 23793, 21534, 27641, 97250, 24412, 98325, 45432]"
110054,"[73114, 29256, 29778, 63539, 105746, 44711, 15090, 19044, 72432, 1730]"
110055,"[20462, 10646, 92766, 103762, 73761, 66921, 103943, 41096, 1612, 32361]"
110056,"[20795, 20023, 64799, 98960, 77895, 44742, 48665, 88241, 84114, 16085]"
110057,"[19873, 101953, 12695, 8070, 70214, 97710, 75913, 27947, 4463, 36631]"
110058,"[47075, 83191, 64936, 37986, 20129, 70401, 97180, 76517, 56741, 88710]"
110059,"[89844, 29990, 5725, 47158, 31095, 80443, 37827, 72178, 94576, 92382]"
110060,"[90541, 2577, 2399, 75780, 15543, 28067, 36512, 30585, 83945, 86272]"
110061,"[56067, 25506, 27951, 4544, 54553, 40435, 94138, 24949, 21274, 89052]"
110062,"[101378, 79991, 15419, 16377, 76014, 23898, 43308, 65837, 48129, 107888]"
110063,"[46854, 31997, 46791, 19339, 58123, 20272, 64957, 34117, 100992, 36183]"
110064,"[39033, 14508, 8374, 101364, 28876, 3700, 98163, 83739, 67769, 15295]"
110065,"[83190, 73133, 8242, 59259, 76705, 50364, 14797, 44569, 76008, 88641]"
110066,"[16322, 47601, 63231, 1029, 71778, 35782, 41782, 43038, 87353, 51034]"
110067,"[12800, 15261, 69882, 12624, 87648, 690, 99976, 92497, 107043, 92865]"
110068,"[79047, 68417, 30121, 94086, 87807, 48326, 27807, 12138, 43593, 102640]"
110069,"[106511, 22279, 51623, 74844, 103724, 90865, 98845, 80622, 21522, 57501]"
110070,"[21632, 80328, 57950, 55152, 35449, 46280, 78860, 36401, 28025, 58065]"
110071,"[63593, 17615, 30809, 21508, 58966, 18909, 69752, 21097, 61608, 61118]"
110072,"[1662, 58449, 696, 82492, 34176, 71421, 87095, 101379, 28870, 34884]"
110073,"[63932, 9801, 7422, 98129, 87460, 90637, 58297, 43605, 105432, 102159]"
110074,"[5369, 62409, 61537, 56418, 75032, 8315, 33698, 69214, 38542, 48656]"
110075,"[52519, 57756, 15999, 56574, 105971, 32242, 5477, 104162, 83288, 1654]"
110076,"[13571, 41320, 56200, 65462, 28399, 98709, 27122, 2353, 76603, 95603]"
110077,"[15793, 40609, 87033, 53911, 23484, 48738, 50505, 48209, 36362, 68969]"
110078,"[42397, 103147, 68168, 89974, 2587, 83036, 43560, 89653, 20734, 7074]"
110079,"[11145, 20000, 74843, 93541, 82026, 35430, 56819, 77947, 6049, 71488]"
