Index,Index_list
109807,"[16587, 22276, 16387, 70528, 32630, 78771, 27659, 6447, 58849, 3887]"
109808,"[16492, 5758, 10343, 65598, 585, 89510, 82089, 51061, 104977, 107829]"
109809,"[56714, 24869, 28603, 31005, 78747, 5925, 46207, 66731, 69486, 27184]"
109810,"[16688, 83138, 61191, 36518, 14610, 29568, 31360, 13807, 76845, 42937]"
109811,"[56651, 89627, 45754, 89322, 1853, 80456, 30559, 71864, 92052, 109033]"
109812,"[103645, 48366, 70745, 36876, 23663, 49815, 71738, 98436, 81178, 95328]"
109813,"[84720, 82012, 24787, 10579, 80559, 69776, 75474, 51611, 34584, 48992]"
109814,"[108126, 39787, 86943, 79063, 43930, 65204, 2165, 93376, 85624, 43642]"
109815,"[65622, 41776, 101091, 52604, 48709, 31315, 45963, 47059, 67624, 96253]"
109816,"[84470, 53205, 9694, 17908, 79637, 80180, 14941, 34895, 54674, 95595]"
109817,"[43556, 95107, 12077, 13833, 77570, 34980, 6913, 24736, 47604, 23102]"
109818,"[32134, 60389, 75368, 97230, 94915, 63780, 108003, 24921, 105007, 95431]"
109819,"[22473, 87273, 92956, 74648, 95762, 64752, 56822, 71552, 19309, 11455]"
109820,"[78980, 40670, 42924, 67387, 14801, 80602, 1493, 33284, 45795, 57369]"
109821,"[52763, 40662, 76652, 35474, 97269, 20553, 107150, 33098, 86759, 54170]"
109822,"[52900, 53573, 94389, 10865, 54537, 109658, 27263, 50320, 74852, 32347]"
109823,"[91059, 39434, 58052, 19383, 79448, 70273, 12595, 43942, 52612, 94114]"
109824,"[102042, 27750, 43635, 31373, 7720, 29693, 41460, 97598, 86330, 53811]"
109825,"[80509, 107260, 98059, 88784, 42390, 45854, 12346, 45091, 17169, 53991]"
109826,"[30745, 59965, 108848, 31849, 5114, 65587, 44199, 17993, 19349, 34289]"
109827,"[36767, 23591, 23740, 32800, 90870, 42011, 2406, 19270, 102545, 47474]"
109828,"[88578, 1862, 73719, 23273, 88535, 86829, 68128, 96879, 15303, 44810]"
109829,"[62848, 108742, 93327, 46671, 93203, 14106, 55961, 89853, 70478, 2969]"
109830,"[63875, 100881, 70168, 43565, 76743, 106530, 97830, 18412, 108312, 94594]"
109831,"[96007, 79295, 103598, 107088, 56885, 61784, 109698, 19578, 26577, 98544]"
109832,"[89632, 102381, 2921, 100179, 18546, 92202, 53633, 46325, 12829, 71365]"
109833,"[13676, 48884, 67379, 104106, 78997, 98630, 62655, 2851, 90445, 35339]"
109834,"[80332, 45930, 43073, 25685, 1610, 60298, 4747, 55785, 54342, 32350]"
109835,"[54543, 3888, 62741, 91665, 53605, 54329, 83413, 63312, 1084, 55393]"
109836,"[46937, 82682, 54023, 46271, 11329, 3356, 30505, 91688, 96534, 47622]"
109837,"[81523, 94190, 34839, 95753, 31335, 74140, 63900, 65177, 63504, 33969]"
109838,"[56692, 19389, 94244, 88576, 68787, 44621, 103272, 67503, 90390, 96241]"
109839,"[62486, 89582, 25393, 88772, 24503, 54932, 63228, 35302, 45678, 55781]"
109840,"[28903, 27220, 4488, 104999, 29161, 46228, 74295, 25631, 61421, 85689]"
109841,"[5360, 22676, 21730, 61552, 54038, 59181, 109556, 35475, 42742, 55162]"
109842,"[33690, 104712, 21084, 11622, 89328, 74220, 1000, 93061, 9181, 97713]"
109843,"[83216, 43125, 100432, 47442, 8002, 85033, 45354, 27012, 35714, 94219]"
109844,"[109331, 23610, 5831, 43170, 84672, 14173, 10758, 8388, 15728, 57152]"
109845,"[38084, 39785, 50836, 74981, 99743, 95513, 51418, 54297, 81976, 95267]"
109846,"[66415, 22645, 94917, 16549, 82368, 31178, 107200, 8331, 54822, 109672]"
109847,"[59316, 75760, 90520, 9787, 42898, 40416, 20800, 75160, 47733, 107216]"
109848,"[66917, 70342, 11829, 92914, 56203, 86632, 86404, 21680, 73069, 21058]"
109849,"[17608, 55545, 31275, 24854, 35399, 84284, 89994, 59707, 16479, 55926]"
109850,"[3765, 30070, 41674, 23515, 25588, 56994, 35984, 73854, 15020, 98955]"
109851,"[59725, 71470, 11938, 102851, 101980, 42564, 70686, 6047, 4812, 67284]"
109852,"[41219, 88398, 98484, 57539, 100363, 50938, 30854, 19527, 21880, 7834]"
109853,"[54222, 96411, 78918, 23062, 46551, 19236, 98531, 109283, 108110, 55750]"
109854,"[58718, 100548, 31229, 35358, 25857, 20653, 22396, 44435, 77204, 9594]"
109855,"[22203, 33751, 10319, 16047, 67111, 53230, 83757, 99863, 103713, 105176]"
109856,"[103118, 79854, 86327, 7340, 109279, 84449, 23848, 37483, 23546, 23754]"
109857,"[5586, 15125, 54142, 15883, 6883, 85156, 86137, 50553, 44214, 93207]"
109858,"[30299, 85262, 51450, 44188, 66193, 70034, 76148, 100228, 59971, 60567]"
109859,"[96052, 18505, 82531, 57232, 20552, 37124, 75748, 99455, 19204, 38218]"
109860,"[8488, 57646, 17767, 30546, 26274, 92300, 30242, 2063, 104967, 836]"
109861,"[7114, 34933, 25495, 107113, 16751, 20247, 57550, 60194, 42877, 35377]"
109862,"[21615, 5427, 56685, 72944, 43589, 29849, 79084, 25232, 9769, 93651]"
109863,"[82917, 35067, 55656, 17841, 26899, 96882, 13030, 82103, 66282, 79755]"
109864,"[10780, 48376, 40856, 15631, 41547, 34614, 108453, 53958, 38141, 30602]"
109865,"[39986, 8121, 34877, 12600, 54901, 12713, 107392, 34235, 79439, 30708]"
109866,"[11998, 212, 51034, 81508, 28917, 40860, 87291, 109266, 24647, 56980]"
109867,"[82480, 55406, 98120, 86180, 52735, 70337, 68944, 36191, 77387, 90995]"
109868,"[18441, 59820, 74747, 46530, 5128, 47669, 25326, 8556, 37812, 81792]"
109869,"[23746, 87766, 14391, 29833, 60089, 21351, 71446, 86333, 13093, 69383]"
109870,"[66334, 74709, 45650, 37100, 5681, 57271, 20014, 31910, 43665, 50298]"
109871,"[2901, 69563, 100415, 83489, 9100, 23414, 46844, 79685, 42032, 48459]"
109872,"[106522, 73567, 98546, 65900, 109108, 71471, 109535, 66414, 107738, 32895]"
109873,"[9295, 56503, 49614, 36097, 6404, 46810, 81939, 47199, 72813, 79280]"
109874,"[29370, 88669, 4170, 45449, 81578, 54424, 101868, 44301, 72600, 73572]"
109875,"[87663, 43069, 37335, 46520, 74654, 76225, 49803, 69146, 2932, 88694]"
109876,"[20164, 61920, 75049, 38106, 9616, 80346, 90209, 36737, 94722, 1288]"
109877,"[105026, 95920, 24567, 45636, 79037, 9095, 18960, 54301, 108222, 24389]"
109878,"[63665, 23167, 12090, 108980, 95885, 97867, 14744, 58655, 75732, 29326]"
109879,"[34883, 82672, 54267, 77468, 34067, 93467, 28995, 37549, 68741, 52432]"
109880,"[17941, 63475, 46888, 61183, 49333, 35368, 101776, 32984, 104550, 24886]"
109881,"[71813, 64236, 34051, 90210, 108148, 102534, 11836, 16654, 10276, 14668]"
109882,"[10713, 99741, 58879, 82602, 7464, 43432, 32573, 37824, 95305, 25024]"
109883,"[101187, 21349, 57424, 65153, 103238, 48360, 2232, 18576, 14078, 82871]"
109884,"[1772, 29670, 8140, 109007, 42113, 81702, 45487, 42288, 29534, 95003]"
109885,"[23869, 42403, 47349, 57247, 12716, 16685, 61288, 90217, 80878, 41001]"
109886,"[52448, 90325, 95272, 95571, 263, 46421, 7483, 56972, 38097, 31050]"
109887,"[66810, 68827, 52776, 87830, 57474, 17595, 101083, 101146, 90179, 23133]"
109888,"[84508, 96959, 101297, 32090, 46709, 97864, 73319, 46837, 56309, 38707]"
109889,"[72251, 52706, 54132, 37146, 87393, 73715, 89707, 81307, 107776, 79147]"
109890,"[27888, 89268, 79337, 61173, 70615, 88015, 98909, 104528, 5961, 33198]"
109891,"[80249, 92768, 21643, 74025, 56006, 102926, 35580, 36931, 97105, 59617]"
109892,"[70660, 94250, 66978, 40965, 77604, 70536, 65190, 89073, 97111, 55685]"
109893,"[55356, 77129, 6813, 82865, 15743, 95066, 82305, 22539, 384, 72416]"
109894,"[106701, 31438, 78480, 62976, 27276, 13170, 11684, 49227, 22647, 37229]"
109895,"[3956, 18225, 96362, 107330, 52907, 103731, 22790, 58468, 34811, 34554]"
109896,"[86043, 94682, 85790, 74703, 9534, 105192, 23073, 109006, 104197, 107607]"
109897,"[96801, 24246, 58440, 45705, 59501, 9556, 58795, 103842, 29273, 28063]"
109898,"[22283, 21174, 102755, 30287, 85067, 36828, 99170, 40476, 99744, 49705]"
109899,"[15216, 53668, 88866, 23544, 59248, 101422, 102121, 43824, 77742, 98162]"
109900,"[46918, 48851, 98916, 55839, 52203, 92126, 70092, 97880, 82967, 30310]"
109901,"[98576, 97781, 51533, 22114, 44854, 34834, 946, 43495, 100463, 42257]"
109902,"[7883, 625, 11092, 9416, 37832, 48137, 36451, 89401, 9589, 15790]"
109903,"[37828, 33985, 27248, 52408, 63276, 70582, 2099, 10300, 50450, 38024]"
109904,"[55390, 92053, 62093, 8393, 34089, 78044, 29963, 56277, 11887, 64688]"
109905,"[50524, 101758, 82314, 68320, 36393, 12450, 100334, 97429, 100172, 75373]"
109906,"[91130, 78245, 76249, 84924, 57588, 76248, 100594, 55259, 106054, 65123]"
109907,"[64376, 105673, 107066, 27825, 38975, 21471, 15045, 49558, 96363, 95765]"
109908,"[54967, 93320, 19678, 84618, 2681, 65999, 41980, 78235, 26918, 91454]"
109909,"[70989, 62064, 36237, 35565, 40314, 42883, 99174, 42122, 33249, 51649]"
109910,"[22270, 92737, 50161, 29375, 20738, 93504, 75146, 77, 38650, 10728]"
109911,"[74105, 24343, 5629, 40449, 73833, 4548, 106142, 98372, 66131, 90852]"
109912,"[79526, 34552, 5954, 56197, 86675, 32770, 81308, 100875, 20892, 61738]"
109913,"[40954, 82630, 61836, 44731, 85396, 48487, 108426, 102350, 17171, 3936]"
109914,"[61230, 36428, 81943, 39300, 95100, 64227, 25876, 19446, 49447, 61021]"
109915,"[109657, 21054, 101463, 99406, 43907, 21613, 98388, 33211, 84725, 24521]"
109916,"[1448, 14123, 105795, 107146, 13763, 96046, 37116, 46185, 86763, 5487]"
109917,"[68712, 39037, 74297, 85404, 71486, 29420, 49831, 60169, 85234, 2482]"
109918,"[89948, 22705, 72575, 101314, 38869, 101618, 47227, 38505, 79717, 75557]"
109919,"[108310, 60569, 13756, 69524, 27829, 8733, 76671, 13940, 88983, 20432]"
109920,"[105597, 107813, 71074, 90238, 94315, 50722, 2089, 86706, 55474, 16738]"
109921,"[36, 24963, 62611, 31378, 87206, 108602, 43923, 28121, 10921, 27148]"
109922,"[103269, 78887, 101671, 106967, 107846, 76121, 2097, 98992, 99749, 66504]"
109923,"[56767, 96252, 4686, 6830, 72249, 16683, 37361, 96104, 86819, 30373]"
109924,"[58758, 17730, 61017, 65033, 36761, 92548, 49657, 49595, 71383, 58385]"
109925,"[36570, 96724, 105861, 86174, 15955, 96070, 31775, 6209, 5231, 52753]"
109926,"[567, 40491, 40687, 64045, 101318, 76484, 40043, 58411, 5366, 48144]"
109927,"[103098, 56948, 100297, 24255, 21844, 60321, 6216, 33679, 103507, 109497]"
109928,"[34774, 16756, 58323, 38123, 41551, 7331, 76098, 38722, 1405, 88457]"
109929,"[34026, 55833, 31804, 100043, 9639, 93698, 24720, 7890, 32644, 2]"
109930,"[104755, 5064, 73878, 96468, 21645, 41300, 34065, 57861, 34755, 107947]"
109931,"[50179, 8775, 38808, 4859, 3657, 94081, 86168, 107325, 14885, 17246]"
109932,"[83102, 97716, 11169, 28085, 95873, 35088, 52002, 87010, 53755, 33108]"
109933,"[76618, 18532, 22347, 94696, 98993, 3723, 56001, 37966, 55726, 73899]"
109934,"[66508, 105618, 71270, 86365, 34266, 99208, 107147, 30529, 81239, 70034]"
109935,"[66141, 21245, 64611, 103162, 32975, 13282, 76217, 100669, 71327, 2708]"
109936,"[41714, 38382, 71708, 21433, 75268, 4904, 67607, 94122, 56490, 21067]"
109937,"[102189, 41012, 62426, 80784, 5416, 9432, 50716, 21592, 46729, 45211]"
109938,"[2759, 22812, 59527, 63684, 97171, 74241, 4255, 24158, 82517, 22479]"
109939,"[25212, 69005, 41591, 5141, 11306, 20997, 14808, 29021, 88354, 102767]"
109940,"[68351, 51871, 85455, 37653, 86689, 18044, 98542, 18717, 23847, 20378]"
109941,"[22452, 29048, 67552, 7974, 100059, 25693, 13403, 33902, 22418, 68838]"
109942,"[24501, 23358, 38331, 107788, 45423, 6753, 76129, 62559, 10990, 98462]"
109943,"[98165, 76602, 72068, 56014, 101605, 69150, 27175, 22349, 85582, 45291]"
109944,"[72240, 95265, 1014, 24540, 16787, 4529, 70828, 61475, 18105, 77855]"
109945,"[23365, 107538, 61234, 53223, 92604, 16909, 51575, 24946, 42585, 44103]"
109946,"[102684, 26289, 101731, 105007, 12854, 25008, 7384, 98402, 96660, 70905]"
109947,"[106617, 71995, 82293, 71381, 105727, 98251, 109238, 59666, 87098, 91289]"
109948,"[39906, 67549, 29966, 1220, 22907, 16686, 76441, 79010, 64298, 69848]"
109949,"[11246, 104247, 8492, 64975, 23632, 106941, 98445, 51273, 19737, 49019]"
109950,"[41023, 39475, 86401, 8095, 7592, 9630, 59206, 49487, 83981, 109183]"
109951,"[37469, 42062, 104807, 8851, 41491, 16404, 98549, 19212, 9153, 53998]"
109952,"[94586, 52065, 84515, 102632, 97262, 74617, 50224, 61189, 69823, 49173]"
109953,"[33080, 50976, 47421, 59805, 91095, 109725, 48872, 95599, 20251, 12512]"
109954,"[52556, 61350, 81275, 46862, 82972, 86045, 93620, 44845, 35638, 102065]"
109955,"[1120, 99111, 55136, 91347, 59711, 371, 99373, 92180, 32180, 53834]"
109956,"[44956, 10069, 59648, 107938, 53435, 53522, 10302, 18238, 94092, 32761]"
109957,"[83752, 69566, 64705, 55187, 82919, 97961, 90094, 103494, 107239, 20747]"
109958,"[53381, 72101, 50912, 80807, 99565, 39429, 3258, 23582, 44221, 105168]"
109959,"[98495, 100960, 23187, 64196, 92194, 65832, 57998, 2227, 108240, 5057]"
109960,"[25351, 4453, 26106, 98039, 26330, 9118, 18019, 77206, 87099, 66234]"
109961,"[27490, 81669, 34170, 17501, 91112, 22068, 31494, 72909, 109042, 91950]"
109962,"[104092, 68183, 75238, 95658, 66441, 96524, 66653, 7878, 42660, 77632]"
109963,"[57906, 39898, 71966, 29997, 82187, 31449, 36810, 5723, 26907, 79060]"
109964,"[29311, 18159, 11744, 99661, 82771, 27661, 10156, 22587, 7729, 45812]"
109965,"[62009, 63406, 8399, 49806, 58427, 79488, 56592, 44142, 61327, 17335]"
109966,"[79448, 13409, 12536, 63268, 44932, 54820, 97499, 30100, 12595, 19383]"
109967,"[19006, 46619, 29768, 109142, 17974, 29577, 1427, 34796, 28536, 12178]"
109968,"[26561, 92838, 108280, 91117, 69997, 70959, 68163, 31844, 42506, 63952]"
109969,"[47153, 55949, 80068, 84923, 53085, 44072, 44447, 62087, 2245, 69579]"
109970,"[21952, 2707, 60759, 28967, 24028, 96824, 44651, 93976, 31118, 100602]"
109971,"[49734, 33773, 70609, 15474, 55298, 64706, 46600, 75159, 38290, 70570]"
109972,"[31605, 82388, 107257, 49778, 105339, 90056, 102551, 23694, 55228, 5430]"
109973,"[26439, 98757, 9158, 32659, 43333, 30701, 98419, 18055, 30282, 4122]"
109974,"[54183, 78682, 9580, 15936, 109459, 77352, 17899, 39568, 73611, 19358]"
109975,"[36500, 97969, 3365, 108825, 66745, 100554, 48504, 62177, 27429, 10460]"
109976,"[2995, 2737, 6473, 45056, 34995, 11061, 19663, 11168, 98820, 63272]"
109977,"[102770, 64018, 43516, 105188, 84570, 53015, 9579, 31830, 65359, 96356]"
109978,"[34690, 28807, 64126, 100595, 80981, 97596, 24386, 93789, 81908, 27408]"
109979,"[41297, 29620, 68557, 48215, 97443, 21697, 90121, 34388, 54091, 3980]"
109980,"[73279, 17645, 101836, 105099, 57386, 97500, 51318, 100977, 59130, 26310]"
109981,"[13903, 16379, 60140, 41524, 15077, 14169, 59956, 84930, 72224, 102952]"
109982,"[48776, 25235, 72568, 75549, 19540, 83512, 93779, 106397, 8233, 49880]"
109983,"[39319, 45157, 59632, 59727, 61763, 19611, 87543, 39820, 14244, 109711]"
109984,"[22647, 49227, 27276, 62976, 11684, 106701, 78480, 31438, 13170, 40251]"
109985,"[63215, 73767, 102850, 73004, 73208, 97514, 76628, 1513, 34492, 100051]"
109986,"[81025, 9654, 53143, 18952, 5117, 19373, 109259, 35197, 83055, 78665]"
109987,"[74045, 43241, 56225, 60856, 62485, 4264, 32804, 64119, 33559, 60046]"
109988,"[21578, 27788, 68542, 16835, 50935, 29542, 97187, 47216, 57484, 100919]"
109989,"[12053, 58309, 106630, 13222, 13208, 61952, 82489, 8885, 97527, 47898]"
109990,"[9743, 34274, 21367, 13828, 7754, 91864, 11187, 85833, 12560, 30464]"
109991,"[48676, 108685, 8858, 97192, 79555, 35122, 37691, 29419, 87179, 18937]"
109992,"[25922, 9558, 64875, 87619, 86805, 80634, 102800, 50482, 75866, 32793]"
109993,"[80894, 73818, 65207, 7628, 76641, 88399, 8814, 40433, 23482, 92516]"
109994,"[101876, 103724, 42103, 32666, 65127, 80945, 12708, 78874, 72521, 94494]"
109995,"[32508, 65693, 73163, 101712, 75731, 69722, 74290, 52424, 9969, 47600]"
109996,"[30898, 33970, 93072, 100183, 37631, 50575, 55356, 31376, 22539, 48887]"
109997,"[15755, 39456, 25866, 27766, 52986, 87575, 50671, 80556, 102870, 104081]"
109998,"[33467, 71231, 66439, 19846, 42552, 105594, 28510, 71493, 103436, 2384]"
109999,"[53819, 38024, 61891, 50450, 5203, 70582, 33985, 78757, 103737, 33911]"
110000,"[46832, 8576, 2076, 100480, 98775, 24455, 34780, 53580, 59173, 94009]"
110001,"[44041, 39066, 84867, 60385, 81822, 70624, 47121, 37581, 67250, 3694]"
110002,"[19982, 2548, 105891, 25612, 99323, 61629, 20361, 37041, 41256, 41352]"
110003,"[30591, 2412, 48143, 102609, 77843, 57101, 21069, 25241, 36287, 5393]"
110004,"[30901, 7074, 4068, 902, 79577, 31913, 1972, 42697, 74920, 103041]"
110005,"[44119, 57109, 56247, 1055, 44765, 97139, 91768, 30000, 82150, 78730]"
110006,"[98063, 32272, 70447, 104686, 30174, 18550, 65878, 10452, 10712, 69593]"
110007,"[68043, 82717, 35751, 75596, 97950, 49010, 31262, 12243, 97891, 202]"
110008,"[76419, 108836, 54382, 61446, 64456, 17333, 78156, 91702, 78957, 36212]"
110009,"[56679, 67356, 34172, 101736, 71583, 18699, 104429, 5638, 43488, 61146]"
110010,"[42620, 68115, 39515, 69577, 56365, 54069, 103134, 28943, 42510, 11097]"
110011,"[38793, 68089, 23287, 29136, 107293, 101016, 88400, 74813, 101198, 22357]"
110012,"[22402, 54706, 72578, 30934, 4465, 106836, 28717, 54447, 38758, 75729]"
110013,"[45037, 92679, 101701, 96344, 41978, 45401, 94138, 97791, 47414, 87875]"
110014,"[15931, 35131, 42797, 69630, 36355, 105245, 48234, 14024, 84608, 5761]"
110015,"[32273, 105666, 25200, 21675, 11245, 100822, 84694, 15539, 100447, 86858]"
110016,"[69731, 66216, 91116, 45783, 102938, 77920, 84271, 103622, 37297, 47512]"
110017,"[99421, 90101, 20990, 91907, 25125, 1122, 105990, 95354, 9016, 98328]"
110018,"[42525, 69421, 104194, 108031, 40386, 6981, 92960, 19640, 106768, 64232]"
110019,"[43352, 88023, 89745, 47684, 35143, 71853, 61087, 77939, 38611, 95988]"
110020,"[93974, 24750, 83237, 86730, 32930, 1930, 5875, 14160, 43090, 80101]"
110021,"[34246, 98888, 62107, 25186, 94478, 28239, 43137, 28341, 89876, 77577]"
110022,"[82354, 70607, 101567, 85993, 49163, 78169, 11414, 109057, 50426, 99793]"
110023,"[52970, 50485, 87489, 94439, 60265, 56505, 61887, 45396, 91882, 15525]"
110024,"[30009, 15036, 99593, 75073, 17383, 33652, 79416, 22153, 93550, 33078]"
110025,"[81646, 386, 47915, 31578, 40325, 48811, 52226, 59863, 49429, 39315]"
110026,"[46587, 41102, 77143, 102254, 60769, 91541, 101572, 6279, 21286, 101242]"
110027,"[79807, 108582, 109325, 99603, 15207, 105982, 43487, 107830, 21039, 53787]"
110028,"[13093, 86333, 29833, 21351, 60089, 87766, 23746, 71446, 69383, 106088]"
110029,"[82980, 68310, 64152, 82168, 88127, 105454, 89751, 39013, 25397, 33602]"
110030,"[38027, 80080, 10271, 62222, 1339, 70308, 56178, 3898, 102666, 51820]"
110031,"[74039, 83383, 4218, 105678, 91078, 31236, 33710, 3049, 95006, 16501]"
110032,"[58794, 50890, 24076, 106332, 72576, 97351, 237, 91107, 14975, 73726]"
110033,"[88606, 67642, 87973, 102535, 7908, 103176, 44371, 42623, 39048, 55217]"
110034,"[47364, 77128, 87865, 107862, 98157, 1211, 66262, 64708, 57252, 41203]"
110035,"[61482, 20548, 64746, 100350, 42190, 72593, 46948, 22267, 104465, 6390]"
110036,"[59005, 72971, 59630, 80740, 44337, 97519, 79050, 13736, 46217, 81574]"
110037,"[50377, 91936, 76646, 104389, 14876, 2459, 83772, 13707, 107140, 107237]"
110038,"[23289, 65540, 108893, 28223, 94906, 39123, 20531, 79505, 2757, 108590]"
110039,"[68847, 87070, 39132, 101897, 60329, 101908, 46206, 90667, 77865, 87213]"
110040,"[255, 60107, 85616, 58658, 100490, 4957, 8939, 99687, 61947, 21425]"
110041,"[77274, 13270, 35573, 8509, 85998, 64616, 95140, 49356, 89720, 39931]"
110042,"[57283, 63510, 11754, 108421, 32045, 67032, 109549, 37849, 89682, 62602]"
110043,"[36498, 59236, 16684, 20381, 49221, 72404, 104364, 108761, 76415, 33427]"
110044,"[30493, 75655, 108549, 83147, 105387, 42689, 91622, 16438, 25329, 8636]"
110045,"[108168, 70428, 1538, 19517, 11215, 67782, 54486, 26328, 103010, 25479]"
110046,"[104890, 44186, 56929, 58905, 24395, 82936, 8441, 3052, 97344, 15141]"
110047,"[76745, 92621, 98416, 86477, 62065, 38573, 7037, 105816, 64812, 94538]"
110048,"[99187, 72603, 19016, 83559, 99973, 16591, 108431, 82901, 48532, 85683]"
110049,"[99845, 16668, 11962, 30541, 100000, 72602, 62517, 53612, 105550, 31852]"
110050,"[48946, 43775, 54835, 3592, 44881, 9458, 76257, 40217, 51438, 86075]"
110051,"[76126, 52125, 99719, 21141, 77484, 4220, 7882, 41173, 9911, 49842]"
110052,"[56840, 1514, 3009, 89126, 21709, 44135, 42664, 86641, 12078, 21820]"
110053,"[16977, 14000, 14435, 51558, 101819, 23552, 69125, 5468, 66367, 95220]"
110054,"[29256, 74696, 79623, 94905, 18091, 16927, 39254, 834, 104934, 53978]"
110055,"[60838, 87638, 57693, 72332, 103762, 14178, 80246, 94086, 74545, 92766]"
110056,"[20795, 7029, 71466, 21841, 84526, 23941, 50335, 53432, 102261, 44742]"
110057,"[72880, 73520, 6786, 16843, 15225, 21408, 82052, 105723, 12939, 78967]"
110058,"[47075, 30832, 102405, 9214, 28056, 20690, 6356, 64936, 43795, 6137]"
110059,"[25191, 73670, 79790, 81854, 99891, 94576, 33127, 92382, 72178, 53510]"
110060,"[9651, 85240, 80710, 85602, 76582, 64277, 90541, 2577, 2399, 78010]"
110061,"[56067, 31375, 25506, 91644, 10001, 52155, 72527, 55212, 40665, 46825]"
110062,"[74015, 25349, 6773, 43700, 40326, 101783, 96640, 13189, 85277, 48948]"
110063,"[41599, 67810, 3256, 86369, 90503, 60007, 55683, 43687, 69480, 8157]"
110064,"[39033, 14508, 93054, 67097, 86560, 81344, 10142, 96206, 12857, 70889]"
110065,"[58702, 102544, 25362, 36995, 42663, 42392, 97023, 8242, 73133, 76705]"
110066,"[1605, 16322, 35782, 63231, 1029, 71778, 41782, 47601, 87353, 36024]"
110067,"[12800, 15261, 69882, 99976, 87701, 31600, 4998, 2491, 66906, 690]"
110068,"[79047, 16395, 18506, 7505, 36178, 81843, 12138, 43593, 87807, 6597]"
110069,"[18685, 84374, 38274, 71023, 41866, 2091, 1083, 22279, 14286, 57501]"
110070,"[21632, 9476, 42237, 46280, 20676, 106839, 78456, 1234, 42206, 109498]"
110071,"[27970, 47986, 62821, 75231, 93030, 63593, 86175, 56047, 76082, 49548]"
110072,"[1662, 109533, 1878, 40755, 31387, 97009, 15470, 61976, 92165, 13584]"
110073,"[76610, 79550, 42960, 56406, 40004, 2593, 70639, 37725, 2900, 92103]"
110074,"[79396, 48456, 70988, 69449, 10247, 77124, 75680, 69214, 49104, 56845]"
110075,"[52519, 3417, 18951, 93010, 31730, 27266, 14228, 7479, 10709, 44803]"
110076,"[83882, 39290, 29080, 26948, 57365, 33244, 983, 72350, 41320, 27122]"
110077,"[21005, 54118, 36517, 62583, 107121, 38279, 28889, 17490, 53122, 4844]"
110078,"[9790, 89812, 42397, 24274, 82784, 995, 4117, 107962, 65925, 49417]"
110079,"[11145, 51376, 62510, 98178, 20211, 34532, 105513, 16089, 99522, 7886]"
